1000 100000
990 676 57
782 199 94
874 248 87
707 965 1
906 673 7
83 721 27
435 479 12
139 702 3
805 325 5
601 497 14
657 113 77
588 366 81
272 362 7
357 155 54
493 986 49
61 545 7
788 222 95
157 851 67
789 94 49
996 981 25
402 682 46
500 805 47
232 948 30
979 385 60
533 690 50
387 342 19
255 923 54
101 568 82
334 143 81
916 899 45
647 501 78
8 143 21
144 931 18
316 257 12
125 803 29
25 267 48
919 916 29
513 549 31
969 560 63
188 607 6
371 92 67
129 589 62
799 498 16
666 60 3
73 903 34
549 695 90
578 390 74
688 650 44
284 269 91
245 872 94
586 594 25
612 47 86
831 146 99
485 56 37
471 96 26
426 613 99
767 932 23
344 269 38
463 17 86
991 97 69
559 20 63
179 573 30
532 391 64
701 410 61
852 112 35
636 432 58
450 407 97
656 87 54
267 976 99
627 101 93
960 670 91
232 405 10
239 326 41
313 485 3
261 603 68
79 743 1
408 851 56
727 653 18
726 340 59
748 14 26
752 423 92
474 464 28
405 741 99
800 836 58
616 199 72
910 124 82
964 485 96
694 671 71
939 467 90
467 47 48
380 8 73
245 742 15
46 304 17
920 918 7
350 814 84
380 137 92
45 287 53
622 92 79
859 90 30
253 397 60
810 526 85
353 716 55
593 772 50
509 325 31
216 477 96
875 996 22
543 304 32
910 724 40
686 523 1
254 824 57
431 280 13
827 874 60
784 501 54
981 468 77
444 433 64
34 765 14
624 576 70
283 399 18
956 929 98
592 586 30
609 41 9
760 813 16
697 444 1
773 82 61
120 252 70
74 278 12
630 213 33
792 375 50
782 641 11
38 230 73
963 411 30
476 872 14
240 907 57
308 192 47
393 941 92
566 713 94
612 825 92
308 204 49
512 30 86
209 320 92
10 304 20
100 581 91
897 369 14
442 766 17
307 96 26
687 427 28
194 486 18
469 153 1
658 280 35
575 557 12
747 420 75
54 880 69
697 959 77
20 118 39
448 128 89
971 752 12
951 389 19
637 366 73
30 205 35
656 350 25
72 177 39
639 604 8
979 533 27
962 85 4
965 348 27
92 882 3
696 967 99
1000 122 92
116 646 87
983 217 16
834 42 38
775 965 5
954 816 25
397 278 2
249 833 77
494 530 50
23 378 3
245 420 79
880 783 90
242 480 29
170 30 67
275 555 68
245 413 27
963 425 56
622 725 49
426 824 30
690 866 75
991 603 46
837 473 69
201 638 3
413 51 33
69 565 7
683 859 87
168 205 62
292 899 56
197 349 8
318 774 8
363 98 58
644 309 86
966 472 31
540 116 13
462 391 33
779 1000 83
536 883 46
516 727 78
802 739 97
4 714 49
444 785 86
512 275 100
751 252 2
339 576 2
752 494 50
75 458 67
946 602 71
680 365 62
240 467 100
191 720 19
217 623 58
432 370 34
18 425 91
825 329 24
101 894 33
186 174 93
376 419 94
889 448 80
920 25 11
15 517 64
244 654 32
252 66 92
712 407 83
965 126 11
591 116 94
811 26 42
970 165 20
532 552 51
171 1 73
665 86 45
739 267 28
553 948 94
547 876 27
936 346 46
859 226 1
11 730 46
15 402 16
556 820 38
579 924 24
916 333 88
308 454 67
140 848 48
361 955 16
337 224 87
531 285 35
197 997 36
313 550 100
957 557 9
673 736 31
504 72 17
447 376 17
74 804 81
696 658 74
414 87 27
370 923 15
585 369 96
524 61 68
171 697 84
988 676 75
468 754 52
265 215 36
224 157 5
736 320 44
489 264 68
739 570 86
765 984 36
554 39 23
152 979 85
270 916 3
726 587 4
646 287 32
480 395 73
212 148 63
850 652 80
190 188 31
379 212 90
623 964 18
453 29 67
71 674 34
503 925 67
657 922 94
93 106 54
823 350 9
280 825 89
150 222 50
211 68 89
242 248 87
789 899 87
402 816 17
482 756 17
11 534 39
161 462 73
483 187 95
497 592 93
906 180 22
405 684 84
16 948 74
309 83 100
675 468 97
430 716 79
625 984 77
954 772 31
476 888 80
771 281 27
232 957 92
932 9 5
576 10 76
792 240 3
793 777 36
467 375 24
20 395 13
556 20 54
515 226 50
610 198 84
434 789 85
688 194 62
612 514 47
541 335 94
465 697 43
18 601 5
825 518 29
76 241 64
612 876 9
286 888 4
501 366 60
890 174 73
6 681 56
279 17 95
429 83 78
317 307 82
772 166 51
168 221 78
954 721 3
420 976 41
203 253 12
727 336 42
839 647 83
100 633 14
42 167 48
402 575 65
989 259 75
325 916 32
577 694 53
470 213 26
557 879 82
79 340 77
747 88 90
967 503 41
841 399 33
240 224 41
944 545 26
110 215 1
359 420 78
185 564 94
584 53 65
95 212 47
629 176 58
150 712 41
71 638 100
175 842 23
576 986 77
658 19 6
683 367 53
472 292 32
904 366 36
908 473 91
458 84 87
333 531 63
836 334 22
623 712 50
938 549 65
791 474 48
135 662 24
927 615 41
855 25 74
14 893 9
529 315 1
60 507 30
666 19 99
207 761 91
262 239 15
458 410 36
897 619 48
887 563 33
204 709 75
162 383 76
280 610 73
879 51 77
163 209 76
57 655 67
208 538 91
185 721 4
979 306 51
623 306 37
526 406 18
891 727 70
570 154 92
187 501 20
14 430 53
369 49 73
453 397 31
525 175 46
497 854 96
792 314 4
57 593 32
244 650 11
868 376 49
872 785 100
561 54 80
321 11 39
202 439 89
26 307 10
761 774 46
892 701 95
684 78 16
723 561 64
139 735 29
6 634 42
7 289 20
664 412 9
106 630 46
815 218 54
191 50 67
715 264 82
821 454 61
58 809 22
90 966 19
164 254 83
709 2 39
478 668 47
623 458 78
220 222 74
178 656 83
406 811 30
679 40 41
86 196 18
690 943 22
763 668 45
668 199 96
15 952 39
811 34 32
728 302 34
328 370 27
648 396 32
682 813 44
462 893 43
281 240 88
594 921 85
524 64 42
318 99 83
260 46 70
739 279 60
330 462 41
978 719 85
350 640 44
406 661 65
88 556 62
567 273 48
546 773 81
8 468 38
230 959 45
684 102 88
703 230 52
448 173 63
733 186 82
381 895 77
331 365 57
238 762 95
207 590 4
623 861 70
429 417 10
604 915 95
655 936 24
901 135 68
804 866 94
12 114 68
461 330 17
452 628 53
479 775 6
448 493 13
291 660 38
468 165 24
382 698 93
204 140 84
791 12 86
597 139 62
628 344 75
350 244 84
812 11 80
7 99 89
588 837 28
799 242 89
767 582 7
382 98 79
672 979 29
974 412 50
764 707 100
854 266 82
792 487 86
449 44 52
971 772 15
451 135 96
491 179 29
573 65 30
911 363 30
940 793 6
603 291 84
300 768 37
113 821 63
387 241 41
423 563 9
895 211 40
458 282 53
384 31 16
926 327 98
324 480 63
711 572 50
167 778 28
418 699 88
642 228 56
593 694 46
512 121 28
755 117 71
611 529 70
405 136 70
462 57 15
49 157 26
960 544 61
498 350 23
908 730 45
236 823 34
347 139 64
927 491 42
816 870 68
87 517 29
916 726 3
532 117 40
216 780 83
670 401 13
852 866 41
939 849 45
264 494 37
804 995 78
859 116 50
699 253 79
278 717 98
690 660 64
831 224 17
360 146 48
295 675 23
742 357 13
91 485 55
367 825 29
821 711 39
299 583 84
738 530 59
435 386 85
963 169 20
748 605 90
84 991 18
889 305 24
442 480 75
774 717 88
82 468 77
905 812 30
210 861 99
483 688 80
87 461 93
562 642 56
853 527 73
977 196 40
264 652 79
319 130 80
965 499 93
94 71 26
771 549 10
581 646 53
859 245 9
89 487 74
724 198 32
12 176 44
548 393 79
778 128 98
534 994 4
913 103 14
825 598 18
770 939 13
59 754 84
668 370 6
32 393 53
629 539 25
73 277 92
310 395 36
196 55 77
412 42 30
733 87 11
295 566 18
409 145 25
142 20 68
629 496 1
686 514 25
538 431 26
177 825 100
385 613 45
553 286 6
287 622 95
269 785 7
962 900 64
839 960 70
905 723 51
217 300 62
846 491 42
812 107 55
840 107 36
722 257 81
266 761 11
60 24 12
520 43 67
64 280 90
569 649 61
827 775 47
935 461 14
826 713 72
29 731 96
811 869 41
26 875 25
572 318 25
612 229 34
670 480 38
33 297 12
487 190 29
981 202 76
831 473 54
64 205 12
506 116 64
788 808 98
995 546 80
512 129 12
695 864 38
74 695 63
861 208 85
14 196 59
744 493 51
768 800 87
386 747 59
994 285 24
755 299 85
853 436 97
856 364 42
995 817 28
450 678 22
966 406 63
350 567 83
857 774 2
911 327 46
471 378 17
832 297 76
571 408 48
704 473 94
599 439 93
96 99 36
450 787 54
310 791 33
641 434 31
725 304 67
174 34 23
932 740 31
456 861 73
718 500 92
409 63 6
741 708 55
147 855 84
902 895 50
161 938 26
966 521 90
922 405 2
622 152 100
985 343 1
93 576 49
455 953 3
358 765 68
106 554 7
130 414 81
169 305 25
445 770 50
22 165 99
828 733 97
181 906 71
803 728 85
374 294 69
718 420 76
679 269 33
477 209 17
787 943 22
896 442 66
984 200 96
373 837 39
350 50 81
15 476 34
760 302 95
193 581 40
855 619 95
477 301 10
106 235 64
994 957 36
338 217 45
380 434 45
72 866 17
238 47 77
34 80 81
721 641 16
509 737 94
310 693 95
926 912 64
274 937 77
753 896 83
871 354 20
993 349 15
969 394 87
278 240 55
812 139 19
519 1000 42
887 701 51
141 225 14
275 779 65
901 507 53
864 25 81
992 853 37
38 969 54
132 450 35
894 805 97
661 754 61
432 997 20
342 350 2
317 5 23
763 930 82
469 406 87
23 12 61
457 544 61
287 359 16
563 461 21
524 841 52
898 77 52
411 512 62
883 814 81
440 487 21
785 62 64
875 89 5
956 660 34
388 545 97
930 388 97
825 614 39
18 680 21
700 306 51
44 953 9
279 119 24
65 933 18
78 702 70
151 730 66
30 307 26
19 971 72
390 953 23
710 930 100
470 392 94
61 138 45
221 55 37
870 63 22
606 706 76
62 545 97
55 765 84
821 975 73
534 434 92
912 670 20
553 230 63
343 393 56
315 866 56
951 19 66
260 520 30
997 50 36
36 550 38
173 58 68
358 95 14
695 826 68
967 165 41
691 50 57
966 59 20
380 125 56
175 58 64
116 77 14
442 544 62
95 358 73
940 307 83
3 743 85
818 370 6
972 873 3
38 8 71
159 632 46
105 98 15
796 135 99
702 54 97
750 24 35
359 861 38
574 967 82
685 696 90
311 359 42
786 418 71
971 806 89
421 518 43
5 28 18
46 967 20
205 376 42
53 14 46
55 56 37
70 579 41
26 302 12
675 96 29
2 100 15
398 938 64
32 376 46
781 657 20
941 250 75
754 854 36
879 33 29
299 392 100
566 806 62
468 61 41
1000 685 1
929 54 25
81 989 73
469 46 5
84 281 29
189 238 39
126 753 25
639 10 87
744 454 81
448 356 65
126 94 24
23 622 93
21 443 69
134 95 94
433 55 63
888 162 55
746 58 52
120 756 50
588 502 4
384 207 81
794 37 59
244 909 18
45 813 9
38 80 59
812 687 96
37 920 19
406 112 87
193 479 10
221 83 96
237 778 19
473 196 46
67 96 35
981 8 6
197 402 83
785 117 31
702 159 22
40 144 47
984 803 36
505 618 4
586 636 38
666 104 59
15 332 49
40 319 46
86 634 63
824 522 47
57 341 56
685 56 6
38 462 13
708 831 61
807 459 8
191 77 11
324 366 22
168 879 93
291 815 77
672 961 47
8 177 69
902 168 39
889 30 90
650 314 64
37 855 46
679 100 10
374 751 71
345 794 48
81 810 59
10 76 36
45 914 52
954 335 2
835 78 96
463 139 43
54 660 60
771 99 92
870 531 29
636 212 88
772 11 70
437 32 77
775 55 15
46 267 60
727 521 6
779 898 64
268 914 15
565 498 77
292 80 39
552 399 38
1000 387 77
647 748 45
319 408 44
16 494 27
350 20 6
305 996 82
603 783 6
729 378 57
337 220 38
56 231 100
995 767 31
2 418 27
686 974 79
785 86 50
898 33 60
638 867 58
575 485 92
44 317 39
790 727 44
159 195 25
198 515 97
580 96 43
457 155 80
30 693 55
792 691 88
312 605 19
87 70 84
96 960 60
660 62 83
378 108 30
320 794 62
351 771 46
900 159 48
716 993 29
185 955 12
772 666 95
585 56 69
924 60 69
56 401 61
87 417 16
26 916 53
865 175 79
741 71 7
809 149 100
6 74 55
637 932 9
575 688 6
958 827 54
15 811 29
256 214 89
436 856 86
651 570 68
955 556 54
572 46 32
451 950 4
24 962 50
960 954 94
813 851 25
358 37 73
944 179 43
524 485 1
80 734 40
42 696 73
976 332 47
818 73 77
477 857 95
109 23 4
124 589 98
954 392 89
627 977 80
310 51 57
987 360 69
40 22 42
591 634 17
633 316 78
366 385 66
411 853 89
115 46 75
23 762 56
433 647 58
775 769 78
480 730 21
842 924 39
236 612 16
182 303 83
674 158 7
419 479 25
886 915 87
555 312 23
645 58 40
534 604 61
62 66 17
575 935 17
995 251 7
889 323 97
578 5 88
141 431 7
496 255 13
389 35 77
150 906 39
60 449 5
44 999 2
699 333 64
917 304 60
877 931 22
532 810 5
374 748 75
22 384 2
692 37 70
87 848 71
379 99 11
377 82 11
283 6 30
546 781 8
398 853 35
177 446 20
189 236 77
630 128 13
214 563 33
44 372 35
767 389 48
397 316 55
795 37 46
850 47 83
861 527 19
408 246 6
234 453 75
279 139 63
759 986 5
487 749 32
481 53 12
316 50 86
248 747 46
124 53 47
21 529 31
818 11 65
18 409 2
444 52 90
94 653 41
93 495 88
870 356 32
49 673 12
503 64 76
192 838 60
25 651 27
21 122 41
615 800 52
828 129 87
838 62 93
68 289 92
813 636 99
660 227 67
109 562 87
680 16 98
655 550 79
481 8 89
26 42 32
781 38 51
181 32 14
274 85 41
773 820 13
377 321 54
81 155 50
860 151 82
973 834 88
916 970 31
685 743 30
647 540 6
5 82 53
85 195 17
78 196 25
257 318 50
982 542 36
492 839 93
64 22 40
864 93 4
997 207 77
787 29 79
444 106 82
196 676 79
471 160 23
443 83 65
57 52 90
495 38 17
41 102 61
716 472 75
843 741 100
312 528 64
27 477 77
386 447 28
839 29 19
56 642 95
211 430 83
596 527 28
27 685 94
414 370 1
107 602 64
455 689 47
7 686 84
25 417 76
522 511 32
73 607 77
283 129 65
84 410 47
69 658 73
620 48 82
9 211 6
454 687 38
210 26 9
100 435 12
54 298 67
194 134 38
691 96 50
87 599 84
54 115 12
12 59 8
560 718 4
48 484 78
589 750 45
940 790 57
976 902 24
970 876 48
59 880 43
859 928 11
383 265 55
530 990 24
757 375 59
685 449 65
811 91 92
115 25 11
598 66 50
284 22 38
954 90 61
444 276 49
680 608 34
591 335 36
268 601 76
28 199 69
548 10 89
300 54 95
7 724 13
687 421 22
111 744 68
581 792 70
785 809 69
1 621 60
243 39 89
138 87 64
35 794 19
329 1000 75
10 387 17
531 141 67
631 648 3
463 48 76
527 812 35
927 737 90
6 987 67
21 165 12
604 262 23
917 778 92
842 355 22
728 110 11
7 12 19
317 804 61
379 69 73
460 910 39
816 321 64
114 946 23
203 925 47
839 20 68
43 386 88
7 867 78
440 753 31
619 47 41
66 436 78
936 20 33
682 548 66
498 8 10
662 699 84
498 71 29
25 40 94
445 9 36
7 13 100
36 962 22
55 969 97
111 640 65
950 499 2
423 180 80
477 61 39
450 656 43
94 174 70
800 356 39
536 176 82
294 162 21
60 16 63
542 24 37
86 496 45
196 88 41
177 769 60
15 857 39
27 10 40
835 957 64
36 920 86
51 143 77
264 269 49
727 8 100
2 653 25
664 678 49
12 30 37
566 124 34
64 89 86
433 702 64
222 14 79
130 17 47
530 394 1
277 698 5
226 135 47
623 551 75
23 67 1
986 530 53
93 570 51
629 2 10
388 52 88
555 841 48
596 330 20
273 976 57
17 442 4
871 914 25
306 827 26
880 186 45
741 38 29
15 359 88
34 38 50
415 34 9
659 715 89
603 830 66
315 451 2
489 429 57
82 374 54
81 49 33
639 234 13
157 47 99
26 89 4
37 190 74
51 562 99
467 785 88
769 723 44
840 216 74
288 224 8
779 336 53
914 917 93
393 190 16
787 508 63
385 653 18
195 74 98
12 504 65
17 331 4
402 697 25
489 375 25
115 96 16
279 18 53
607 1 15
268 669 82
197 283 70
223 39 23
202 884 3
154 457 33
19 832 71
39 32 93
75 311 74
142 45 37
721 18 63
890 1 32
717 457 44
902 65 66
822 383 15
188 5 91
510 372 28
660 604 41
443 472 11
842 465 7
851 498 5
96 899 58
284 654 72
70 700 29
460 76 13
142 52 7
976 155 1
30 874 10
678 455 84
79 466 73
101 183 14
68 509 92
158 1 3
27 349 11
690 43 40
117 583 82
566 63 10
307 445 44
493 149 16
12 441 67
541 48 72
216 91 37
13 760 72
583 575 30
156 17 85
717 98 87
912 16 49
718 908 59
94 568 97
885 310 84
14 29 81
151 942 87
34 444 7
245 920 44
175 524 69
42 57 89
639 6 34
156 76 76
126 47 47
624 225 38
250 27 55
658 638 53
763 63 39
32 882 7
334 531 79
704 439 76
85 497 95
823 459 27
84 60 79
689 915 20
56 574 34
419 58 82
94 88 14
200 817 44
192 106 97
21 339 6
561 6 50
83 864 60
902 239 18
553 477 48
150 679 67
952 648 56
553 30 61
659 486 10
991 351 37
32 262 73
988 222 58
282 3 13
43 830 95
81 80 26
743 533 41
811 677 70
101 156 19
65 122 31
999 228 5
330 7 73
36 9 37
7 36 82
862 17 44
389 565 18
10 630 10
208 920 39
520 867 3
914 64 60
172 42 44
501 255 78
71 579 63
80 360 2
856 445 24
929 734 93
129 493 71
781 984 27
650 18 74
2 41 67
22 461 65
10 127 73
21 16 5
295 288 53
724 622 2
61 964 97
205 845 64
175 160 27
743 327 9
220 43 29
304 487 67
16 270 71
549 568 19
261 65 30
668 438 40
731 22 29
878 68 70
945 275 43
474 89 84
745 289 52
460 644 87
84 983 57
658 518 47
20 323 54
10 958 38
207 682 46
761 888 19
807 493 45
538 62 46
30 801 73
120 423 12
285 54 79
26 593 42
205 356 80
833 296 26
127 908 89
370 199 95
263 70 13
637 977 12
13 216 16
216 406 63
590 289 17
298 208 64
172 288 34
577 793 47
900 546 86
67 976 67
185 176 16
822 963 46
678 171 65
750 487 29
461 585 32
535 365 64
988 230 83
39 651 78
48 90 74
111 339 68
291 198 44
52 481 28
422 977 72
370 288 45
95 217 7
54 766 8
632 165 12
144 780 46
172 624 25
692 32 9
895 292 28
347 27 12
389 940 51
790 482 37
321 42 32
703 39 48
557 635 65
925 6 26
589 713 8
66 441 2
518 685 78
315 819 79
566 711 10
501 867 86
448 144 85
32 953 71
147 25 54
449 185 28
403 883 4
261 129 93
827 593 87
374 39 7
680 497 78
268 625 5
934 910 97
600 43 74
20 724 47
71 585 5
830 931 67
731 877 88
853 68 51
489 261 39
10 16 18
914 586 18
786 336 78
723 842 89
387 890 75
94 313 4
829 181 79
680 902 44
34 79 21
196 757 10
364 53 88
19 722 13
226 833 25
707 100 63
151 802 78
367 699 30
355 835 22
73 256 96
116 860 73
735 761 89
7 613 23
81 116 53
505 655 11
376 551 86
462 124 43
572 591 77
704 240 72
252 619 51
74 77 84
307 410 70
953 498 25
816 671 11
46 22 29
540 399 77
48 428 66
45 361 39
182 256 6
616 125 94
893 966 20
858 55 74
227 314 61
384 534 72
109 59 39
93 678 75
29 990 11
250 547 9
325 346 75
372 324 56
173 587 5
491 100 100
437 872 18
382 86 78
22 266 7
